Mã học viên,Ngày tháng năm sinh,Ngày đăng ký,Khóa học,Người đăng ký,Học phí,Thời lượng,Kết quả sau khi học,Điểm test đầu vào,Khuyến mãi (khoá tiếp theo)),"Số kỹ năng học viên muốn đăng ký(nghe, nói, đọc, viết)",Điểm test đầu ra,Mã giảng viên,Đánh giá giảng viên,Họ và tên giảng viên,Giới tính,Ngày sinh gv,Địa chỉ(quê quán gv),Số điện thoại gv,Quốc tịch giáo viên,Số kỹ năng khoá học
HV921,2004-02-10,2023-03-12,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,5.4,15%,3,8.4,GV05,4.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,4
HV921,2004-02-10,2023-03-24,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,4.3,15%,4,8.5,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV922,2001-01-20,2023-02-27,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,7.6,15%,3,8.4,GV03,5.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV922,2001-01-20,2023-10-12,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.9,8%,2,8.1,GV02,4.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV922,2001-01-20,2022-06-20,Pre_IELTS,Bạn bè,10000000,24 buổi,Đạt,5.9,15%,4,8.6,GV05,5.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,4
HV923,1992-09-08,2020-02-14,Ôn luyện THPTQG,Bản thân,1000000,tháng,Không đạt,4.0,5%,4,3.3,GV02,1.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV924,2003-08-02,2023-08-18,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,4.5,5%,4,8.3,GV03,3.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV924,2003-08-02,2023-10-14,Pre_IELTS,Bản thân,10000000,24 buổi,Không đạt,6.0,8%,2,3.8,GV04,5.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,4
HV925,1997-10-02,2021-01-16,Ôn luyện THPTQG,Bạn bè,1000000,tháng,Đạt,5.9,15%,2,8.5,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV925,1997-10-02,2020-05-05,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,4.1,15%,3,8.5,GV07,2.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV926,1995-03-14,2023-07-10,IELTS Foundation,Bản thân,10000000,25 buổi,Không đạt,4.1,8%,4,5.2,GV05,3.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,4
HV926,1995-03-14,2023-05-07,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,7.2,15%,4,8.6,GV03,5.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV926,1995-03-14,2020-04-27,IELTS Intensive,Bạn bè,10000000,25 buổi,Không đạt,6.8,5%,2,5.0,GV06,3.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV927,2008-11-28,2023-10-01,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,6.5,,4,8.6,GV07,4.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV927,2008-11-28,2023-06-04,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,4.9,8%,2,8.3,GV08,4.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,2
HV928,1999-12-10,2020-12-05,IELTS Foundation,Bạn bè,10000000,25 buổi,Đạt,6.1,8%,4,8.5,GV06,1.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV929,2006-05-17,2020-03-23,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,4.2,,2,8.4,GV08,2.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV930,2000-07-17,2021-03-03,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,6.3,15%,3,8.0,GV03,5.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV930,2000-07-17,2022-02-01,Ôn luyện THPTQG,Bạn bè,1000000,tháng,Đạt,3.4,15%,3,8.6,GV01,5.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV930,2000-07-17,2022-07-19,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,5.5,15%,2,8.4,GV02,5.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV931,2004-11-27,2021-09-04,IELTS Foundation,Bản thân,10000000,25 buổi,Không đạt,3.9,8%,3,3.0,GV08,1.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV932,2001-02-20,2020-08-23,Thuyết trình,Bạn bè,3400000,24 buổi,Đạt,6.0,8%,2,8.4,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV932,2001-02-20,2022-04-21,B1,Bản thân,1000000,tháng,Đạt,5.7,8%,3,8.5,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV933,1998-12-18,2021-02-25,IELTS Foundation,Bản thân,10000000,25 buổi,Không đạt,5.7,,4,3.8,GV09,1.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,4
HV934,2000-05-08,2023-10-25,B1,Bản thân,1000000,tháng,Đạt,4.9,5%,4,8.2,GV08,5.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV934,2000-05-08,2020-08-22,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,5.7,15%,4,8.5,GV09,3.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV934,2000-05-08,2023-04-08,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,5.8,15%,2,8.7,GV04,3.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV935,2001-07-28,2020-03-24,B1,Bạn bè,1000000,tháng,Đạt,5.2,8%,3,8.2,GV04,2.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV936,2007-08-06,2022-09-08,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,5.9,15%,4,8.7,GV02,5.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV936,2007-08-06,2023-09-25,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.0,15%,2,8.6,GV05,5.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,4
HV937,2006-01-19,2022-12-25,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,6.2,5%,2,8.5,GV07,5.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV937,2006-01-19,2022-11-04,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,4.9,15%,3,8.5,GV03,4.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV938,1990-02-13,2021-01-03,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,4.8,15%,2,8.7,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,4
HV938,1990-02-13,2021-04-10,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,5.1,15%,3,8.2,GV04,2.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,4
HV938,1990-02-13,2023-01-02,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,5.4,5%,4,8.3,GV07,5.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV939,2014-06-24,2021-02-20,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,7.2,15%,4,3.5,GV02,2.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,2
HV940,2001-08-08,2022-10-05,IELTS Foundation,Bản thân,10000000,25 buổi,Không đạt,4.0,,2,4.7,GV01,2.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,4
HV941,1993-11-10,2021-01-25,Ôn luyện THPTQG,Bản thân,1000000,tháng,Không đạt,4.6,5%,3,3.4,GV04,3.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV942,2007-02-17,2023-08-19,Ôn luyện THPTQG,Bản thân,1000000,tháng,Không đạt,6.3,15%,3,1.6,GV09,5.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV942,2007-02-17,2021-09-17,English for Teens,Cha mẹ,3200000,24 buổi,Không đạt,7.2,15%,2,4.2,GV01,3.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,2
HV943,2008-12-17,2022-05-22,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,4.4,15%,2,8.3,GV08,5.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV943,2008-12-17,2022-01-15,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,6.0,15%,4,8.7,GV06,4.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,2
HV944,2013-06-16,2022-04-05,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,3.3,5%,3,5.4,GV06,2.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,2
HV945,1995-11-07,2020-08-27,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,5.2,,2,8.4,GV08,4.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV945,1995-11-07,2021-04-25,B1,Bản thân,1000000,tháng,Đạt,5.2,15%,3,8.6,GV05,3.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV946,2012-07-04,2020-11-11,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,5.4,15%,3,4.8,GV06,2.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,2
HV947,2004-07-17,2023-03-18,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,6.5,15%,4,8.4,GV07,3.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV947,2004-07-17,2022-12-06,B1,Bản thân,1000000,tháng,Không đạt,5.2,15%,4,3.4,GV02,4.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV947,2004-07-17,2021-11-01,Pre_IELTS,Bản thân,10000000,24 buổi,Không đạt,5.1,15%,4,3.2,GV07,5.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,4
HV948,2015-12-22,2021-11-05,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,5.9,15%,2,4.4,GV03,3.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,2
HV949,1999-03-07,2023-06-21,IELTS Foundation,Bản thân,10000000,25 buổi,Không đạt,6.3,5%,2,5.6,GV04,5.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,4
HV949,1999-03-07,2021-02-20,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,5.7,15%,3,8.5,GV03,5.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV949,1999-03-07,2020-10-10,B1,Bản thân,1000000,tháng,Đạt,5.0,15%,4,8.4,GV09,3.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV950,2006-05-04,2023-09-14,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.1,15%,3,8.5,GV05,4.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,4
HV950,2006-05-04,2022-06-14,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,5.6,8%,2,8.7,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,4
HV951,1998-08-13,2021-12-04,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,5.9,8%,3,8.9,GV03,5.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV951,1998-08-13,2022-05-17,B1,Bản thân,1000000,tháng,Đạt,5.0,15%,3,8.3,GV07,5.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV951,1998-08-13,2020-06-17,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,5.3,15%,4,8.4,GV03,4.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV952,2003-11-04,2020-04-07,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.1,15%,2,8.2,GV01,5.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,4
HV952,2003-11-04,2020-01-11,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,5.6,15%,4,8.5,GV09,3.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV952,2003-11-04,2023-10-13,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,3.7,15%,3,8.6,GV06,3.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV953,2009-12-27,2022-10-19,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,4.0,5%,4,8.5,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV954,1999-11-25,2022-05-15,B1,Bản thân,1000000,tháng,Đạt,5.6,15%,2,8.4,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV954,1999-11-25,2020-06-17,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,4.7,5%,3,8.4,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,4
HV955,1997-08-26,2022-02-19,Pre_IELTS,Bản thân,10000000,24 buổi,Không đạt,4.8,15%,3,4.3,GV03,5.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV955,1997-08-26,2021-10-01,IELTS Foundation,Bản thân,10000000,25 buổi,,3.0,15%,3,,GV03,4.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV956,2001-01-18,2023-06-10,B1,Bản thân,1000000,tháng,Không đạt,6.5,,3,4.1,GV08,1.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV957,1998-04-02,2021-10-25,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,5.2,15%,3,8.5,GV09,5.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,4
HV957,1998-04-02,2022-08-25,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,6.0,5%,3,8.6,GV02,4.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV957,1998-04-02,2021-05-14,IELTS Intensive,Bản thân,10000000,25 buổi,Không đạt,6.2,8%,4,3.7,GV09,5.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,4
HV958,2012-01-05,2021-03-24,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,6.5,5%,2,3.5,GV09,2.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,2
HV959,2003-10-08,2021-09-02,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,3.4,15%,4,8.9,GV09,3.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,4
HV959,2003-10-08,2021-12-11,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,5.4,8%,4,8.8,GV08,3.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV960,2011-08-03,2023-11-19,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,7.1,8%,2,8.5,GV03,3.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,2
HV961,1991-01-01,2023-05-08,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,3.1,15%,2,8.5,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV961,1991-01-01,2021-07-17,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Không đạt,8.0,15%,3,3.8,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV961,1991-01-01,2021-07-19,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,7.0,,3,8.6,GV09,5.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV962,2001-02-07,2023-10-08,IELTS Foundation,Bạn bè,10000000,25 buổi,Đạt,3.6,,4,8.4,GV03,1.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV963,2000-07-22,2023-01-07,Pre_IELTS,Bạn bè,10000000,24 buổi,Đạt,7.1,5%,4,8.4,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,4
HV963,2000-07-22,2020-01-23,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,6.6,15%,3,8.1,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,4
HV963,2000-07-22,2020-03-22,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.4,,3,8.4,GV05,5.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,4
HV964,2002-11-16,2021-05-03,B1,Bản thân,1000000,tháng,Không đạt,4.3,8%,2,3.1,GV08,1.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV965,2003-11-23,2021-12-17,B1,Bản thân,1000000,tháng,Không đạt,5.2,5%,4,4.1,GV09,3.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV966,1993-05-19,2020-01-10,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,5.8,15%,2,8.7,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,4
HV966,1993-05-19,2022-09-19,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,4.3,15%,4,8.5,GV05,3.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV966,1993-05-19,2022-06-03,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,3.9,15%,4,8.4,GV08,5.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV967,1997-01-27,2020-07-13,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.3,15%,3,8.2,GV05,5.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,4
